person_id,vorname,nachname,geburtsjahr,geschlecht,staatsbuergerschaft,sprengel,katastralgemeinde,haushaltsnummer
ks3k-00785,Benjamin,Wimmer,1995,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00349
ks3k-00786,Lena,Wimmer,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00349
ks3k-00787,Friedrich,Aigner,1988,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00350
ks3k-00788,Petra,Aigner,1994,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00350
ks3k-00789,Valentin,Aigner,2019,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00350
ks3k-00790,Renate,Aigner,2014,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00350
ks3k-00791,Christian,Leitner,1996,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00351
ks3k-00792,Katharina,Fuchs,1990,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00351
ks3k-00793,Noah,Koller,2000,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00352
ks3k-00794,Paula,Koller,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00352
ks3k-00795,Maximilian,Koller,2024,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00352
ks3k-00796,Christina,Koller,2021,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00352
ks3k-00797,Noah,Koller,2019,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00352
ks3k-00798,Helena,Winter,1951,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00353
ks3k-00799,Goran,Radić,1973,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00354
ks3k-00800,Jovana,Radić,1978,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00354
ks3k-00801,Dragan,Radić,2012,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00354
ks3k-00802,Veselin,Radić,2010,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00354
ks3k-00803,Lukas,Mair,1990,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00355
ks3k-00804,Anna,Mair,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00355
ks3k-00805,Matthias,Mair,2024,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00355
ks3k-00806,Recep,Çetin,1974,maennlich,TR,Stadtkern-1,Stadtkern,ks3k-h00356
ks3k-00807,İnci,Çetin,1964,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00356
ks3k-00808,Andreas,Wimmer,1984,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00357
ks3k-00809,Anna,Wimmer,1993,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00357
ks3k-00810,Mustafa,Çelik,1985,maennlich,TR,Stadtkern-1,Stadtkern,ks3k-h00358
ks3k-00811,Şule,Çelik,1987,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00358
ks3k-00812,Ali,Çelik,2016,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00358
ks3k-00813,Hakan,Arslan,1972,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00359
ks3k-00814,Nurten,Arslan,1978,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00359
ks3k-00815,İpek,Arslan,2010,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00359
ks3k-00816,Tarık,Arslan,2020,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00359
ks3k-00817,Maximilian,Wallner,1970,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00360
ks3k-00818,Renate,Wallner,1980,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00360
ks3k-00819,Paul,Wagner,1995,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00361
ks3k-00820,Margarete,Wagner,2001,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00361
ks3k-00821,Franz,Weiss,1994,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00362
ks3k-00822,Petra,Weiss,1984,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00362
ks3k-00823,Leopoldine,Moser,2010,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00363
ks3k-00824,Johann,Pichler,1978,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00364
ks3k-00825,Antonia,Pichler,1983,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00364
ks3k-00826,Thomas,Pichler,2026,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00364
ks3k-00827,Adnan,Ilić,1991,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00365
ks3k-00828,Lana,Ilić,1989,weiblich,RS,Stadtkern-1,Stadtkern,ks3k-h00365
ks3k-00829,Bogdan,Ilić,2023,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00365
ks3k-00830,Biljana,Ilić,2011,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00365
ks3k-00831,Andreas,Lehner,2012,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00366
ks3k-00832,László,Ionescu,1966,maennlich,RO,Stadtkern-1,Stadtkern,ks3k-h00367
ks3k-00833,Boglárka,Ionescu,1968,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00367
ks3k-00834,Werner,Bauer,2006,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00368
ks3k-00835,Yasin,Yüksel,1986,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00369
ks3k-00836,Renate,Yüksel,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00369
ks3k-00837,Hanife,Yüksel,2009,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00369
ks3k-00838,Karin,Moser,2007,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00370
ks3k-00839,Gabriele,Reiter,1996,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00371
ks3k-00840,Vladimir,Mehmedović,1986,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00372
ks3k-00841,Sanja,Mehmedović,1980,weiblich,RS,Stadtkern-1,Stadtkern,ks3k-h00372
ks3k-00842,Karl,Riegler,1987,maennlich,DE,Stadtkern-1,Stadtkern,ks3k-h00373
ks3k-00843,Valentina,Riegler,1991,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00373
ks3k-00844,Heinrich,Berger,1997,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00374
ks3k-00845,Karin,Berger,1988,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00374
ks3k-00846,Felix,Wallner,1988,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00375
ks3k-00847,Maria,Wallner,1987,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00375
ks3k-00848,Sebastian,Wallner,2018,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00375
ks3k-00849,Franz,Aigner,1969,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00376
ks3k-00850,Anna,Aigner,1975,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00376
ks3k-00851,Werner,Riegler,1982,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00377
ks3k-00852,Amelie,Riegler,1987,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00377
ks3k-00853,Markus,Steiner,1994,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00378
ks3k-00854,Werner,Steiner,2020,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00378
ks3k-00855,Valentina,Steiner,2023,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00378
ks3k-00856,Michael,Steiner,2014,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00378
ks3k-00857,Alexander,Pichler,2010,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00379
ks3k-00858,Lukas,Wimmer,1969,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00380
ks3k-00859,Klara,Wimmer,1979,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00380
ks3k-00860,Michael,Mayer,1953,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00381
ks3k-00861,Moritz,Riegler,1973,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00382
ks3k-00862,Christina,Riegler,1974,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00382
ks3k-00863,Thomas,Riegler,2015,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00382
ks3k-00864,Mateo,Subotić,1991,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00383
ks3k-00865,Lana,Subotić,1983,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00383
ks3k-00866,Đorđe,Subotić,2022,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00383
ks3k-00867,Jasmina,Subotić,2017,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00383
ks3k-00868,Thomas,Fischer,1999,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00384
ks3k-00869,Christina,Fischer,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00384
ks3k-00870,Leo,Fischer,2024,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00384
ks3k-00871,Jonas,Weber,1989,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00385
ks3k-00872,Sabine,Weber,1995,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00385
ks3k-00873,Simon,Schuster,1998,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00386
ks3k-00874,Brigitte,Schuster,1994,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00386
ks3k-00875,Oskar,Schuster,2021,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00386
ks3k-00876,Florian,Schuster,2017,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00386
ks3k-00877,Alois,Schuster,2025,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00386
ks3k-00878,Gerhard,Huber,1998,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00387
ks3k-00879,Brigitte,Huber,1998,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00387
ks3k-00880,Alois,Winkler,2001,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00881,Thomas,Winkler,2026,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00882,Julian,Winkler,2024,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00883,Sebastian,Winkler,2025,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00884,Jakob,Winkler,2025,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00885,Sofia,Winkler,2020,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00388
ks3k-00886,Werner,Baumgartner,1978,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00389
ks3k-00887,Monika,Baumgartner,2017,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00389
ks3k-00888,Leonie,Baumgartner,2024,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00389
ks3k-00889,Maria,Baumgartner,2013,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00389
ks3k-00890,Valentin,Mayr,1980,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00390
ks3k-00891,Markus,Maier,1983,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00391
ks3k-00892,Elisabeth,Maier,1989,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00391
ks3k-00893,Benjamin,Maier,2009,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00391
ks3k-00894,Simon,Maier,2026,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00391
ks3k-00895,Gabriel,Müller,1984,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00392
ks3k-00896,Lisa,Müller,1980,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00392
ks3k-00897,Simon,Müller,2011,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00392
ks3k-00898,Noah,Fuchs,1994,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00393
ks3k-00899,Aloisia,Fuchs,1993,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00393
ks3k-00900,Matthias,Fuchs,2017,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00393
ks3k-00901,Amelie,Fuchs,2015,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00393
ks3k-00902,Maximilian,Lang,1976,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00903,Gabriele,Lang,1975,weiblich,DE,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00904,Renate,Lang,2024,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00905,Manfred,Lang,2010,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00906,Paul,Lang,2022,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00907,Franz,Lang,2014,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00394
ks3k-00908,Filip,Horák,1991,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00395
ks3k-00909,Margit,Horáková,1990,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00395
ks3k-00910,Ferenc,Horák,2012,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00395
ks3k-00911,Peter,Horák,2016,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00395
ks3k-00912,Wolfgang,Maier,1973,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00396
ks3k-00913,Julia,Maier,1975,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00396
ks3k-00914,Sofia,Maier,2019,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00396
ks3k-00915,Petra,Maier,2010,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00396
ks3k-00916,Gerhard,Brunner,1960,maennlich,DE,Stadtkern-1,Stadtkern,ks3k-h00397
ks3k-00917,Thomas,Koller,2000,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00398
ks3k-00918,Barbara,Koller,1998,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00398
ks3k-00919,Sophia,Koller,2025,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00398
ks3k-00920,Eva,Koller,2022,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00398
ks3k-00921,Lisa,Koller,2020,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00398
ks3k-00922,Moritz,Maurer,1968,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00399
ks3k-00923,Marie,Maurer,1958,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00399
ks3k-00924,Elisabeth,Winter,1986,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00400
ks3k-00925,Leopold,Wolf,1983,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00401
ks3k-00926,Julia,Wolf,1987,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00401
ks3k-00927,Lena,Schmidt,2007,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00402
ks3k-00928,Raphael,Strasser,2000,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00403
ks3k-00929,Leopoldine,Strasser,1994,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00403
ks3k-00930,Sabine,Lechner,2016,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00404
ks3k-00931,Franz,Haas,1968,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00405
ks3k-00932,Anton,Wagner,1968,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00406
ks3k-00933,Helena,Wagner,1963,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00406
ks3k-00934,Markus,Haider,1982,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00407
ks3k-00935,Emilia,Haider,1974,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00407
ks3k-00936,Christian,Haider,2010,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00407
ks3k-00937,Elias,Lechner,1995,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00408
ks3k-00938,Leonie,Lechner,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00408
ks3k-00939,Petra,Lechner,2019,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00408
ks3k-00940,Katharina,Ebner,2001,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00409
ks3k-00941,Michael,Stadler,2025,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00410
ks3k-00942,Karl,Mayr,1965,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00411
ks3k-00943,Notburga,Mayr,1972,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00411
ks3k-00944,Herbert,Wimmer,1946,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00412
ks3k-00945,Slavko,Lovrić,1990,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00413
ks3k-00946,Julian,Lechner,1992,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00414
ks3k-00947,Brigitte,Lechner,1987,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00414
ks3k-00948,Andreas,Lechner,2022,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00414
ks3k-00949,Magdalena,Lechner,2025,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00414
ks3k-00950,Andrea,Winkler,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00415
ks3k-00951,Josef,Schwarz,1982,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00416
ks3k-00952,Christina,Schwarz,1974,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00416
ks3k-00953,Peter,Binder,1995,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00417
ks3k-00954,Elfriede,Binder,1995,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00417
ks3k-00955,Sebastian,Stadler,1965,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00418
ks3k-00956,Brigitte,Stadler,1957,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00418
ks3k-00957,Elfriede,Müller,1965,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00419
ks3k-00958,Paul,Brunner,1992,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00420
ks3k-00959,David,Lehner,1977,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00421
ks3k-00960,Barbara,Lehner,1971,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00421
ks3k-00961,Florian,Mair,1979,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00422
ks3k-00962,Leonie,Mair,1977,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00422
ks3k-00963,Mia,Steiner,2008,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00423
ks3k-00964,Lena,Wallner,2015,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00424
ks3k-00965,Florian,Maurer,1980,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00425
ks3k-00966,Edin,Grgić,1976,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00426
ks3k-00967,Slavica,Grgić,1977,weiblich,RS,Stadtkern-1,Stadtkern,ks3k-h00426
ks3k-00968,Jonas,Bauer,1994,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00427
ks3k-00969,Helena,Bauer,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00427
ks3k-00970,Felix,Riegler,1986,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00428
ks3k-00971,Lisa,Riegler,1976,weiblich,DE,Stadtkern-1,Stadtkern,ks3k-h00428
ks3k-00972,Herbert,Berger,1999,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00429
ks3k-00973,Renate,Berger,2005,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00429
ks3k-00974,Hubert,Binder,1973,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00430
ks3k-00975,Sophia,Binder,1974,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00430
ks3k-00976,Lisa,Binder,2026,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00430
ks3k-00977,Aloisia,Binder,2021,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00430
ks3k-00978,Peter,Gruber,1993,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00431
ks3k-00979,Susanne,Gruber,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00431
ks3k-00980,Heinrich,Gruber,2012,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00431
ks3k-00981,Elfriede,Lang,2012,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00432
ks3k-00982,Lisa,Weiss,1982,weiblich,DE,Stadtkern-1,Stadtkern,ks3k-h00433
ks3k-00983,Leopold,Maier,1968,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00434
ks3k-00984,Elfriede,Maier,1976,weiblich,DE,Stadtkern-1,Stadtkern,ks3k-h00434
ks3k-00985,Stefan,Wolf,1984,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00435
ks3k-00986,Ingrid,Wolf,1981,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00435
ks3k-00987,Magdalena,Wolf,2012,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00435
ks3k-00988,Rudolf,Haas,1976,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00436
ks3k-00989,Margarete,Haas,1972,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00436
ks3k-00990,Jakob,Wallner,1990,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00437
ks3k-00991,Hannah,Wallner,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00437
ks3k-00992,Leo,Holzer,1988,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00438
ks3k-00993,Josef,Haider,1981,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00439
ks3k-00994,Ingrid,Haider,1986,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00439
ks3k-00995,Anton,Brunner,1974,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00440
ks3k-00996,Noah,Bauer,2012,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00441
ks3k-00997,Leopoldine,Fischer,1993,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00442
ks3k-00998,Elfriede,Berger,1993,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00443
ks3k-00999,Jonas,Berger,2000,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00444
ks3k-01000,Leonie,Berger,1994,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00444
ks3k-01001,Florian,Berger,2019,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00444
ks3k-01002,Anna,Berger,2025,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00444
ks3k-01003,Elisabeth,Wieser,1966,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00445
ks3k-01004,Johann,Gruber,1980,maennlich,DE,Stadtkern-1,Stadtkern,ks3k-h00446
ks3k-01005,Laura,Gruber,1982,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00446
ks3k-01006,Leonie,Gruber,2012,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00446
ks3k-01007,Franz,Strasser,1994,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00447
ks3k-01008,Maria,Strasser,1995,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00447
ks3k-01009,Sebastian,Strasser,2018,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00447
ks3k-01010,Helmut,Strasser,2021,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00447
ks3k-01011,Svetlana,Demirović,2004,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00448
ks3k-01012,Heinrich,Egger,1982,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00449
ks3k-01013,Barbara,Egger,1984,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00449
ks3k-01014,Margarete,Egger,2009,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00449
ks3k-01015,Andreas,Binder,1974,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00450
ks3k-01016,Magdalena,Binder,1979,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00450
ks3k-01017,Johanna,Binder,2018,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00450
ks3k-01018,Lea,Binder,2015,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00450
ks3k-01019,Johanna,Binder,2013,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00450
ks3k-01020,Sebastian,Maurer,1983,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00451
ks3k-01021,Karin,Maurer,2018,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00451
ks3k-01022,Notburga,Maurer,2023,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00451
ks3k-01023,Stanisław,Mazur,1961,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00452
ks3k-01024,Niklas,Gruber,1986,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00453
ks3k-01025,Christina,Gruber,1992,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00453
ks3k-01026,Raphael,Bauer,2004,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00454
ks3k-01027,Friedrich,Berger,1993,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00455
ks3k-01028,Marie,Berger,1990,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00455
ks3k-01029,Gerhard,Brunner,1966,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00456
ks3k-01030,Rosa,Brunner,1973,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00456
ks3k-01031,Hubert,Wieser,1983,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00457
ks3k-01032,Leopold,Wieser,2013,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00457
ks3k-01033,Sarah,Wieser,2021,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00457
ks3k-01034,Gabriel,Wieser,2022,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00457
ks3k-01035,Emilia,Wieser,2019,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00457
ks3k-01036,Manfred,Eder,1970,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00458
ks3k-01037,Hannah,Eder,1975,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00458
ks3k-01038,Tobias,Leitner,1964,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00459
ks3k-01039,Anna,Leitner,1971,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00459
ks3k-01040,Simon,Maier,1992,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00460
ks3k-01041,Klara,Maier,1985,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00460
ks3k-01042,Benjamin,Maier,2018,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00460
ks3k-01043,Alexander,Brunner,1999,maennlich,AT,Stadtkern-1,Stadtkern,ks3k-h00461
ks3k-01044,Rosa,Brunner,1997,weiblich,AT,Stadtkern-1,Stadtkern,ks3k-h00461
