person_id,vorname,nachname,geburtsjahr,geschlecht,staatsbuergerschaft,sprengel,katastralgemeinde,haushaltsnummer
hzbg-01604,Sabine,Koller,1974,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00699
hzbg-01605,Antonia,Koller,2008,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00699
hzbg-01611,Leo,Mayer,1979,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00702
hzbg-01612,Petra,Mayer,1985,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00702
hzbg-01613,Leopold,Mayer,2020,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00702
hzbg-01617,Süleyman,Yüksel,1996,maennlich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h00705
hzbg-01618,Aynur,Yüksel,1997,weiblich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h00705
hzbg-01619,Metin,Yüksel,2020,maennlich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h00705
hzbg-01625,Margarete,Mayer,1971,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00708
hzbg-01628,Thomas,Haas,1973,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00711
hzbg-01636,Julian,Hofer,1995,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00714
hzbg-01637,Sabine,Hofer,1989,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00714
hzbg-01647,Niklas,Winter,1973,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00717
hzbg-01648,Emma,Winter,1973,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00717
hzbg-01649,Florian,Winter,2015,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00717
hzbg-01650,Sebastian,Winter,2023,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00717
hzbg-01656,Rudolf,Pichler,1991,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00720
hzbg-01657,Renate,Pichler,1987,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00720
hzbg-01658,Michael,Pichler,2022,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00720
hzbg-01659,Paul,Pichler,2013,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00720
hzbg-01660,Herbert,Pichler,2010,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00720
hzbg-01664,Elias,Baumgartner,1979,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00723
hzbg-01668,Paul,Huber,1983,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00726
hzbg-01674,Vladimir,Horvat,1987,maennlich,BA,H-Altst-Umg-N,Herzogenburg,hzbg-h00729
hzbg-01675,Tamara,Horvat,1988,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00729
hzbg-01676,Đorđe,Horvat,2023,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00729
hzbg-01680,Thomas,Schmid,2012,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00732
hzbg-01687,Heinrich,Strasser,1993,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00735
hzbg-01688,Emma,Strasser,1993,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00735
hzbg-01689,Karin,Strasser,2022,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00735
hzbg-01690,Ida,Strasser,2011,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00735
hzbg-01697,Şerife,Acar,1989,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00738
hzbg-01705,Anton,Haas,1983,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00741
hzbg-01706,Sophia,Haas,1983,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00741
hzbg-01707,Eva,Haas,2008,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00741
hzbg-01708,Anton,Haas,2022,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00741
hzbg-01716,Gerhard,Winter,1979,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00744
hzbg-01717,Notburga,Winter,1976,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00744
hzbg-01718,Hubert,Winter,2010,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00744
hzbg-01719,Elisabeth,Winter,2020,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00744
hzbg-01720,Maximilian,Winter,2009,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00744
hzbg-01723,Christina,Pichler,1943,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00747
hzbg-01727,Dilara,Çelik,2018,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00750
hzbg-01735,Manfred,Mair,1997,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00753
hzbg-01736,Jasmina,Mair,1998,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00753
hzbg-01741,Sebastian,Moser,1982,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00756
hzbg-01742,Elfriede,Moser,1981,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00756
hzbg-01746,Peter,Maier,1974,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00759
hzbg-01747,Elisabeth,Maier,1982,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00759
hzbg-01753,Elfriede,Winkler,2025,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00762
hzbg-01758,Ida,Müller,2019,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00765
hzbg-01761,Helmut,Fischer,1942,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00768
hzbg-01770,Monika,Schmid,1990,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00771
hzbg-01775,Peter,Auer,1971,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00774
hzbg-01781,Elias,Müller,1966,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00777
hzbg-01782,Andrea,Müller,1961,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00777
hzbg-01785,Peter,Wallner,2004,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00780
hzbg-01788,Klara,Maier,2001,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00783
hzbg-01794,Josef,Holzer,1972,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00786
hzbg-01795,Ida,Holzer,1970,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00786
hzbg-01798,Markus,Winter,1961,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00789
hzbg-01799,Sophia,Winter,1960,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00789
hzbg-01805,Elias,Schwarz,1966,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00792
hzbg-01813,Ursula,Mair,1997,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00795
hzbg-01818,Manfred,Pichler,1980,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00798
hzbg-01819,Gabriele,Pichler,1983,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00798
hzbg-01824,Hedwig,Strasser,1966,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00801
hzbg-01827,Gabriele,Pichler,1985,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00804
hzbg-01832,Andreas,Mair,1982,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00807
hzbg-01833,Helena,Mair,1985,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00807
hzbg-01834,Anton,Mair,2014,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00807
hzbg-01835,Noah,Mair,2009,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00807
hzbg-01842,Florian,Fischer,1983,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00810
hzbg-01843,Sophie,Fischer,1975,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00810
hzbg-01844,Raphael,Fischer,2016,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00810
hzbg-01845,Margarete,Fischer,2013,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00810
hzbg-01853,Peter,Mayr,1951,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00813
hzbg-01859,Julian,Weiss,1970,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00816
hzbg-01865,Christian,Riegler,1980,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00819
hzbg-01866,Amelie,Riegler,1980,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00819
hzbg-01871,Maria,Haas,1958,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00822
hzbg-01875,Niklas,Eder,1986,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00825
hzbg-01876,Mia,Eder,1978,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00825
hzbg-01877,Ida,Eder,2021,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00825
hzbg-01878,Michael,Eder,2026,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00825
hzbg-01879,Jakob,Eder,2022,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00825
hzbg-01886,Gerhard,Maier,1989,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00828
hzbg-01887,Renate,Maier,1994,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00828
hzbg-01892,Sophia,Lang,1981,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00831
hzbg-01897,Klara,Mayer,2011,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00834
hzbg-01901,Christina,Winter,1995,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00837
hzbg-01909,Sebastian,Winter,1987,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00840
hzbg-01910,Brigitte,Winter,1990,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00840
hzbg-01916,Jakob,Mayer,1997,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00843
hzbg-01917,Ida,Mayer,1989,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00843
hzbg-01921,Marcin,Veselý,2000,maennlich,RO,H-Altst-Umg-N,Herzogenburg,hzbg-h00846
hzbg-01922,Michaela,Veselá,2000,weiblich,HU,H-Altst-Umg-N,Herzogenburg,hzbg-h00846
hzbg-01923,Ștefan,Veselý,2025,maennlich,RO,H-Altst-Umg-N,Herzogenburg,hzbg-h00846
hzbg-01924,Jozef,Veselý,2022,maennlich,RO,H-Altst-Umg-N,Herzogenburg,hzbg-h00846
hzbg-01928,Alexander,Reiter,1982,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00849
hzbg-01929,Susanne,Reiter,1975,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00849
hzbg-01930,Leopold,Reiter,2014,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00849
hzbg-01931,Maximilian,Reiter,2023,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00849
hzbg-01937,Adnan,Matić,1985,maennlich,HR,H-Altst-Umg-N,Herzogenburg,hzbg-h00852
hzbg-01938,Nada,Matić,1980,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00852
hzbg-01949,Alexander,Schneider,1997,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00855
hzbg-01950,Eva,Schneider,1995,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00855
hzbg-01959,Niklas,Eder,2005,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00858
hzbg-01960,Gabriele,Wieser,1991,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00858
hzbg-01966,Oskar,Brunner,2000,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00861
hzbg-01967,Emma,Brunner,1995,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00861
hzbg-01968,Rudolf,Brunner,2024,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00861
hzbg-01969,Aloisia,Brunner,2020,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00861
hzbg-01973,Leopold,Wallner,1990,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00864
hzbg-01974,Notburga,Wallner,2000,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00864
hzbg-01980,Wolfgang,Schmid,2001,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00867
hzbg-01981,Ursula,Schmid,1995,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00867
hzbg-01982,Rosa,Schmid,2025,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00867
hzbg-01983,Karin,Schmid,2023,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00867
hzbg-01986,Rudolf,Winter,1975,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00870
hzbg-01987,Gabriele,Winter,1983,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00870
hzbg-01995,Stefan,Maurer,1971,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00873
hzbg-01996,Herbert,Maurer,2008,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00873
hzbg-01997,Karin,Maurer,2019,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00873
hzbg-01998,Herbert,Maurer,2009,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00873
hzbg-02002,David,Stadler,1990,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02003,Leonie,Stadler,1993,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02004,Simon,Stadler,2021,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02005,Susanne,Stadler,2026,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02006,Valentina,Stadler,2023,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02007,Renate,Stadler,2020,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00876
hzbg-02013,Hubert,Fuchs,2010,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00879
hzbg-02021,Serkan,Aydoğan,1983,maennlich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h00882
hzbg-02022,Aynur,Aydoğan,1987,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00882
hzbg-02027,Renate,Stadler,1978,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00885
hzbg-02037,Sabine,Eder,2000,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00888
hzbg-02042,Funda,Yılmaz,1981,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00891
hzbg-02047,Margarete,Eder,2008,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00894
hzbg-02055,Leo,Pichler,1976,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00897
hzbg-02056,Lena,Pichler,1977,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00897
hzbg-02057,Emilia,Pichler,2009,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00897
hzbg-02058,Gabriel,Pichler,2016,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00897
hzbg-02059,Tobias,Pichler,2010,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00897
hzbg-02065,Franz,Egger,1933,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00900
hzbg-02071,Johann,Lang,1965,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00903
hzbg-02072,Aloisia,Lang,1958,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00903
hzbg-02075,Manfred,Pichler,1987,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00906
hzbg-02076,Sophie,Pichler,1988,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00906
hzbg-02077,Emma,Pichler,2012,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00906
hzbg-02081,Niklas,Schwarz,1991,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00909
hzbg-02082,Julia,Schwarz,2001,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00909
hzbg-02085,Amelie,Mayer,2000,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00912
hzbg-02088,Lukas,Lang,1984,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00915
hzbg-02089,Eva,Lang,1988,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00915
hzbg-02090,Simon,Lang,2011,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00915
hzbg-02091,Elisabeth,Lang,2010,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00915
hzbg-02095,Benjamin,Holzer,1982,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00918
hzbg-02096,Brigitte,Holzer,1979,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00918
hzbg-02102,Raphael,Brunner,1948,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00921
hzbg-02106,Helmut,Brunner,1990,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00924
hzbg-02107,Petra,Brunner,1991,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00924
hzbg-02110,Sebastian,Lechner,1982,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00927
hzbg-02111,Petra,Lechner,1989,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00927
hzbg-02117,Andreas,Schuster,2000,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00930
hzbg-02118,Margarete,Schuster,1998,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00930
hzbg-02119,Elisabeth,Schuster,2024,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00930
hzbg-02120,Leonie,Schuster,2019,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00930
hzbg-02121,Hedwig,Schuster,2018,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00930
hzbg-02128,Sebastian,Haas,1989,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00933
hzbg-02129,Sofia,Haas,1998,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00933
hzbg-02133,Notburga,Lang,1986,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00936
hzbg-02137,Felix,Haas,1994,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00939
hzbg-02138,Helmut,Haas,2012,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00939
hzbg-02139,Mia,Haas,2018,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00939
hzbg-02140,Emilia,Haas,2025,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00939
hzbg-02144,Helena,Müller,1973,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00942
hzbg-02152,Burak,Korkmaz,1974,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00945
hzbg-02153,Havva,Korkmaz,1982,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00945
hzbg-02156,Gabriele,Schmidt,1996,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00948
hzbg-02159,Herbert,Leitner,1971,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00951
hzbg-02160,Klara,Leitner,1966,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00951
hzbg-02165,Maria,Stadler,1933,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00954
hzbg-02172,Markus,Mayer,1975,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00957
hzbg-02179,Ursula,Moser,1995,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00960
hzbg-02186,Florian,Aigner,1986,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00963
hzbg-02193,Derya,Erdem,1993,weiblich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h00966
hzbg-02200,Leo,Fuchs,1981,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00969
hzbg-02201,Sophie,Fuchs,1973,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00969
hzbg-02202,Theresa,Fuchs,2010,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00969
hzbg-02203,Ursula,Fuchs,2017,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00969
hzbg-02208,Peter,Lehner,1983,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00972
hzbg-02209,Rosa,Lehner,1984,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00972
hzbg-02210,Jakob,Lehner,2020,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00972
hzbg-02211,Mia,Lehner,2015,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00972
hzbg-02215,Heinrich,Fischer,1973,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00975
hzbg-02216,Anna,Fischer,1974,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00975
hzbg-02217,Leonie,Fischer,2017,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00975
hzbg-02221,Benjamin,Riegler,1985,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00978
hzbg-02222,Raphael,Riegler,2016,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00978
hzbg-02223,Sebastian,Riegler,1951,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00978
hzbg-02230,Valentina,Fischer,1968,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00981
hzbg-02233,Ida,Maurer,1954,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00984
hzbg-02237,Michael,Ebner,1987,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00987
hzbg-02238,Gerhard,Ebner,2014,maennlich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00987
hzbg-02239,Rosa,Ebner,2014,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h00987
hzbg-02247,Paul,Weber,1983,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00990
hzbg-02248,Sofia,Weber,1976,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00990
hzbg-02249,Hubert,Weber,2019,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00990
hzbg-02255,Helena,Holzer,2006,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00993
hzbg-02259,Thomas,Weber,1980,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00996
hzbg-02260,Antonia,Weber,1972,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00996
hzbg-02261,Alois,Weber,2012,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00996
hzbg-02262,Michael,Weber,2025,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00996
hzbg-02263,Lisa,Weber,2012,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00996
hzbg-02268,Lena,Bauer,2025,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h00999
hzbg-02273,Moritz,Lehner,2000,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01002
hzbg-02274,Andrea,Lehner,1998,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01002
hzbg-02275,Elias,Lehner,2022,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01002
hzbg-02280,Milan,Zieliński,1985,maennlich,SK,H-Altst-Umg-N,Herzogenburg,hzbg-h01005
hzbg-02281,Mia,Zieliński,1989,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01005
hzbg-02288,Nurten,Yavuz,2021,weiblich,TR,H-Altst-Umg-N,Herzogenburg,hzbg-h01008
hzbg-02294,Heinrich,Riegler,1989,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01011
hzbg-02295,Maria,Riegler,1984,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01011
hzbg-02299,Alois,Haider,2001,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01014
hzbg-02300,Ida,Haider,1998,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h01014
hzbg-02303,Florian,Mayr,1995,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01017
hzbg-02304,Sabine,Mayr,1997,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01017
hzbg-02305,Rosa,Mayr,2020,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01017
hzbg-02306,Leopold,Mayr,2016,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01017
hzbg-02310,Sebastian,Weiss,1995,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01020
hzbg-02311,Margarete,Weiss,2003,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01020
hzbg-02320,Jakob,Wimmer,1967,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01023
hzbg-02321,Anna,Wimmer,1957,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01023
hzbg-02324,Heinrich,Mayr,1963,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01026
hzbg-02325,Eva,Mayr,1962,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01026
hzbg-02333,Julian,Lechner,1993,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02334,Karin,Lechner,1992,weiblich,DE,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02335,Eva,Lechner,2022,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02336,Emma,Lechner,2021,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02337,Gabriele,Lechner,2016,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02338,Tobias,Lechner,2011,maennlich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01029
hzbg-02342,Johanna,Winkler,1972,weiblich,AT,H-Altst-Umg-N,Herzogenburg,hzbg-h01032
